paper_st,honorary_nm,record_st,stair_st,feat_type,borough,roadway_typ,street_nm,feat_statu,the_geom,old_st_nm
N,,,N,Not_mapped,Queens,Surface_ST,East Loop,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-73.77365167507881, 40.79059137074328], [-73.77325518597573, 40.7908125393985], [-73.7732460218967, 40.79081809194594], [-73.77323815811367, 40.790824696520694], [-73.77323180112204, 40.79083217969328], [-73.77322711785055, 40.79084034496315], [-73.7732242312779, 40.79084897791842], [-73.7732232172033, 40.7908578518662], [-73.77322410225614, 40.79086673378529], [-73.77322686319653, 40.79087539044509], [-73.77323142752552, 40.79088359452993], [-73.77323767538878, 40.79089113060837], [-73.77364687656134, 40.79132318246502], [-73.77365372228952, 40.79132874505067], [-73.77366162544362, 40.79133342839989], [-73.77367039271947, 40.79133711796196], [-73.77367980967713, 40.79133972349332], [-73.77368964598588, 40.79134118126493], [-73.77369966105798, 40.7913414556209], [-73.77370960993323, 40.79134053985074], [-73.77371924927063, 40.79133845635339], [-73.7737283433002, 40.791335256089454], [-73.7738460755648, 40.79128426112527], [-73.77387705235233, 40.79127608347759], [-73.77390925069146, 40.79127136148696], [-73.77394200688721, 40.791270192486394], [-73.77397464574587, 40.791272600572114], [-73.77401470698892, 40.79128032690269], [-73.77405255355976, 40.79129295071889]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Halsey Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91098882933076, 40.690031219221545], [-73.90954858885901, 40.691499717342126]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,East 14 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96141474995335, 40.620298045202794], [-73.96115225068078, 40.618914054781996]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Hull Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.88023403037762, 40.87128867091522], [-73.8807301274412, 40.871025716915824], [-73.88085999214938, 40.87095688260166]]]}",
Y,,,,Mapped_St,Bronx,Surface_ST,East 166 Street,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91097211471057, 40.82909645978234], [-73.91091440797838, 40.829048281040386], [-73.91067190111963, 40.828845813372716]]]}",
N,,,,Mapped_St,Queens,Surface_ST,86 Drive,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.85236094377153, 40.69411570624806], [-73.85109694581985, 40.6942752932185]], [[-73.85403628036694, 40.693897466762735], [-73.85261245646892, 40.69408394961427], [-73.85236094377153, 40.69411570624806]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Hewes Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9557075795746, 40.704875145124184], [-73.9537907530676, 40.70611318662169]]]}",
,,,,Mapped_St,Bronx,Surface_ST,Bolton Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.85827257232796, 40.817629107145166], [-73.85836176675181, 40.81802402557756]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Foster Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91111636371379, 40.64485106044237], [-73.91127251449556, 40.64479104529874], [-73.91206628005875, 40.64452006579728]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,John Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.1440816590114, 40.63427406353432], [-74.14414398491068, 40.63411362076094]]]}",
,,,,Not_mapped,Bronx,Surface_ST,S Street,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-73.85662830638852, 40.805881854852586], [-73.85694066771458, 40.80591228147445], [-73.85725189665398, 40.80594879920534], [-73.85739401603705, 40.80596919762705], [-73.85753738527485, 40.80598369191678], [-73.85771487652829, 40.806001476498636], [-73.85789302345746, 40.80601495487486], [-73.85807164514813, 40.80602411335767], [-73.85810618036686, 40.806020627608696], [-73.85813966886012, 40.80601332963821], [-73.85817138588968, 40.80600237738469]]]}",
,,,,Not_mapped,Staten Island,Surface_ST,Anita Street,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.15238787301077, 40.620661962795126], [-74.15227862221322, 40.62056123291785], [-74.15164952906684, 40.6199811955487]]]}",
,May Pinkett Avenue,,,Mapped_St,Brooklyn,Surface_ST,Washington Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.96327503491764, 40.67527425613636], [-73.96313778288547, 40.674572503958935]]]}",
Y,,,,Mapped_St,Staten Island,Surface_ST,Clark Place,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.13609837670924, 40.62376392900241], [-74.13639404948279, 40.623465718600976]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Kingsley Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.1319061572687, 40.62165470318848], [-74.13045873974532, 40.62176693345269], [-74.13038168774386, 40.621772907573536]]]}",
N,,,,Mapped_St,Queens,Surface_ST,Rockaway Veterans Memorial Beach Boulevard,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.81464316772477, 40.58677710492471], [-73.81394992521393, 40.587059547350634], [-73.81388308922367, 40.58708677725976]], [[-73.81543472083986, 40.58646012173405], [-73.81464316772477, 40.58677710492471]], [[-73.81658724123103, 40.585984211502314], [-73.81604383252704, 40.58620859931517], [-73.81586124448482, 40.58628399600751], [-73.81543472083986, 40.58646012173405]], [[-73.81693289488133, 40.58582331114029], [-73.81670091315166, 40.585932858529574], [-73.81658724123103, 40.585984211502314]], [[-73.81728166349896, 40.58566001569241], [-73.81718875863487, 40.585705055379655], [-73.81693289488133, 40.58582331114029]]]}",
,Rev. Ricardo Tañon Avenue,,,Mapped_St,Bronx,Surface_ST,Hewitt Place,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.90087778738206, 40.81780611228279], [-73.90002909729449, 40.81859798271218], [-73.89987698016124, 40.81875599241117], [-73.89988043465995, 40.81948368341099]]]}",
N,,,,Mapped_St,Queens,Surface_ST,56 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.91157279019778, 40.71635393180662], [-73.91136635995261, 40.71623146120799], [-73.91090836093008, 40.715959736101645], [-73.9105073802248, 40.71573673600745]], [[-73.9105073802248, 40.71573673600745], [-73.90965524170095, 40.715246571711795], [-73.90916855514111, 40.71496661616921], [-73.9090702635255, 40.71491007564735]], [[-73.9090702635255, 40.71491007564735], [-73.90828106052427, 40.714457060855665]], [[-73.90828106052427, 40.714457060855665], [-73.9082759696903, 40.71445413824388], [-73.90745390333704, 40.713977129861206], [-73.90682996682547, 40.71361507863628]], [[-73.90682996682547, 40.71361507863628], [-73.90683646124911, 40.71356794934544], [-73.90692184665463, 40.712948387574045]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Park Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.97831185560531, 40.69611310188565], [-73.98035925693365, 40.696191218848604]]]}",
N,,,,Mapped_St,Queens,Surface_ST,106 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.73235003408215, 40.7095170762141], [-73.73412932672129, 40.70996685540386]]]}",
N,,,,Mapped_St,Queens,Surface_ST,208 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.78262362620224, 40.77446454916043], [-73.78254019300361, 40.77441916834663], [-73.78246501165248, 40.77436429371253], [-73.78240076752766, 40.77430137115404], [-73.78234948914319, 40.774232394638176], [-73.78231236643855, 40.77415968973443], [-73.78220386674066, 40.773843371228395], [-73.78220581906258, 40.77377521564999], [-73.78224765419539, 40.77364158764424], [-73.78228631813639, 40.77358007512513], [-73.78269396643651, 40.773139344730865], [-73.78273693682083, 40.77307884874518], [-73.78276527649905, 40.77301165241329], [-73.78277671254938, 40.77294098427623], [-73.78274820879075, 40.772803963618294], [-73.78263626101126, 40.77246264091317]], [[-73.78263626101126, 40.77246264091317], [-73.78231113265623, 40.77178318080045]], [[-73.78231113265623, 40.77178318080045], [-73.78169959782862, 40.77051189615732]], [[-73.78169959782862, 40.77051189615732], [-73.78148153038822, 40.770080878789564]], [[-73.78148153038822, 40.770080878789564], [-73.78079898606488, 40.76875178586157]], [[-73.78079898606488, 40.76875178586157], [-73.78020205525836, 40.76762467795208], [-73.78010921395905, 40.76744937479859]], [[-73.78010921395905, 40.76744937479859], [-73.77939571682386, 40.766156297156726]], [[-73.77939571682386, 40.766156297156726], [-73.77934142559454, 40.76605432606938], [-73.77918677820152, 40.76576385859269], [-73.7786231972124, 40.76470527855849]], [[-73.7786231972124, 40.76470527855849], [-73.7779535872178, 40.76344494606857]], [[-73.7779535872178, 40.76344494606857], [-73.77783252061755, 40.7632174183665], [-73.77754427421938, 40.762651025761]]]}",
N,,,,Mapped_St,Queens,Surface_ST,33 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.7706253017603, 40.772888594030704], [-73.77090312183019, 40.77283414654086], [-73.77228533869159, 40.772554105074924]], [[-73.77228533869159, 40.772554105074924], [-73.77348554535726, 40.77230625617395]], [[-73.77348554535726, 40.77230625617395], [-73.77447513386238, 40.77210182836897]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,West 31 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.99787742158367, 40.577543289315294], [-73.99790905223387, 40.577473021993065], [-73.99749692800702, 40.575217794772385]]]}",
N,,,,Mapped_St,Queens,Surface_ST,53 Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.92151968649759, 40.732349676674836], [-73.92294565964987, 40.73265766086567]], [[-73.9201024570565, 40.73204356113286], [-73.92013895794385, 40.732051445191466], [-73.92151968649759, 40.732349676674836]]]}",
N,James Marcel Cartier Way,,,Mapped_St,Queens,Surface_ST,87 Street,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.8820718432828, 40.763543049200294], [-73.88174808652825, 40.76170738972483]], [[-73.88174808652825, 40.76170738972483], [-73.88174765387224, 40.76170493630439]]]}",
,,,,Mapped_St,Staten Island,Surface_ST,Amboy Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-74.17321394677953, 40.5380054697634], [-74.17366781052152, 40.537966362189174], [-74.17379333605197, 40.537948877122375], [-74.17391693472773, 40.53792468766551], [-74.1740379921456, 40.53789391406367], [-74.17415590653715, 40.537856709291326]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Rutland Road,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.92685875469651, 40.662367550389014], [-73.92685384243953, 40.66237073599463], [-73.92613963088709, 40.66283210052621]]]}",
,,,,Not_mapped,Staten Island,Surface_ST,Opal Lane,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-74.21556825075163, 40.524438446551976], [-74.21542467488642, 40.524450955197224], [-74.21509817016481, 40.52447940017233], [-74.21508040977085, 40.52448340255251], [-74.21506379107397, 40.524489637517966], [-74.21504879204414, 40.52449792574515], [-74.21503584406858, 40.52450802885667], [-74.2150253195447, 40.524519656277185], [-74.21501752116953, 40.52453247359056], [-74.21501267323382, 40.524546112157985], [-74.21501091517095, 40.52456017972033], [-74.21501229754661, 40.52457427167991], [-74.21504108679832, 40.52544817121822], [-74.21504368290111, 40.525526981711074]]]}",
Y,,,,Mapped_St,Brooklyn,Surface_ST,Wortman Avenue,Paper_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.85700645582243, 40.66537542864536], [-73.85608203563788, 40.66550687160028]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Flatlands Avenue,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.89327480899375, 40.64843596992951], [-73.89255142131164, 40.648910337793204]]]}",
,,,N,Not_mapped,Bronx,Surface_ST,Reeder Street,Way_on_record,"{'type': 'MultiLineString', 'coordinates': [[[-73.79437841214036, 40.805749168919974], [-73.79457901916628, 40.805472935924634]]]}",
,,,,Mapped_St,Brooklyn,Surface_ST,Brooklyn Queens Connecting Highway,City_St,"{'type': 'MultiLineString', 'coordinates': [[[-73.9998737749434, 40.687253938554285], [-73.99955360475029, 40.687915289279545], [-73.99955359410312, 40.68791531089181], [-73.99924564416412, 40.68856297384955], [-73.99893047391093, 40.68922580591128], [-73.99885544390337, 40.68937281398676], [-73.99881882766506, 40.689458335364215], [-73.99877944240247, 40.68957866964255], [-73.99875141409562, 40.68970052769781], [-73.99871425048242, 40.689934633717655], [-73.99872677215967, 40.6902853567387], [-73.99876694495738, 40.690468692655486], [-73.99920161895068, 40.6915718340594], [-73.99920536323718, 40.69158201168382], [-73.99943374321398, 40.69220282490452], [-73.99946210044347, 40.69234667298241], [-73.99947607148654, 40.692492168924765], [-73.99947545513547, 40.69263805201776], [-73.99946034595166, 40.69278305253839], [-73.99937695890532, 40.69309906010208], [-73.99931618243764, 40.693303319488045], [-73.9992834082573, 40.693413464617045], [-73.99925278859699, 40.69350578499818], [-73.99917976486034, 40.6937259859997], [-73.99913484058742, 40.69386152185192], [-73.99913328238858, 40.69386504284518], [-73.99881124754764, 40.69459286138765], [-73.99855482403761, 40.695130146639855], [-73.99846604357006, 40.695316167987784], [-73.99820455582396, 40.69588074867948], [-73.99788691920878, 40.69652779215077], [-73.99694048314322, 40.698501664286276], [-73.99662062029705, 40.69918625984839], [-73.99648161418799, 40.69947670687629], [-73.99643422190694, 40.69956682867294], [-73.99638653491779, 40.69963439261102], [-73.9963357120754, 40.69970643197412], [-73.99627974765774, 40.699785739181394], [-73.996223783107, 40.69986504546008], [-73.99615454102992, 40.699933002114015], [-73.99611622276808, 40.69997060801339], [-73.99593384272583, 40.700149606406484], [-73.99568489256934, 40.700344512276864], [-73.99552605003188, 40.700444253229364], [-73.99543891362275, 40.700498968522474], [-73.99522363259564, 40.70063413835114], [-73.99522208959682, 40.70063510723799], [-73.99502824519784, 40.70074206184425], [-73.99489106789335, 40.70081323230531], [-73.99476118060663, 40.70087911782948], [-73.99449411268193, 40.70101458649036], [-73.99425930256713, 40.70111909834267], [-73.99401527467793, 40.70121926696704], [-73.99367075234065, 40.70133126321787], [-73.99339884676233, 40.701419733147446], [-73.99326469992323, 40.70145810699488], [-73.99312659841371, 40.701497611492634], [-73.99284830459987, 40.70156102569593], [-73.99267636301062, 40.70160043929521], [-73.99250030468835, 40.70162948747732], [-73.99232178629164, 40.701647846149726], [-73.99214248812766, 40.70165539834926], [-73.99207212601051, 40.701658617356955], [-73.99206681912221, 40.70165886012951], [-73.99196148603205, 40.70166308522723], [-73.991443330614, 40.70166325499107], [-73.99129769737021, 40.701657786970294], [-73.99113375929814, 40.70165257850513], [-73.9906147569603, 40.70160926505751], [-73.99056165471895, 40.70160483289827], [-73.9904127569182, 40.7015924115381], [-73.98968300252932, 40.701514824269964], [-73.98967835248945, 40.70151412775732], [-73.98939788308783, 40.70147212219968], [-73.98863440324756, 40.70135776537266], [-73.98862781039281, 40.70135680657676], [-73.98771189055547, 40.70122351231199], [-73.98770007628774, 40.701221512814044], [-73.98742379655829, 40.701174734681054], [-73.98734653007239, 40.70116165258008], [-73.98720296052281, 40.701138314347844], [-73.98716334691724, 40.70113223958552], [-73.9870544450331, 40.70111555080745], [-73.98697171276386, 40.70109925661417], [-73.98678451197118, 40.70106238902403], [-73.98653374960612, 40.70099999950433], [-73.9862885991037, 40.700923671081334], [-73.98605104832252, 40.70083390561659], [-73.98582297856083, 40.700731408489325], [-73.98569557095381, 40.700664251450206], [-73.98557757009571, 40.70059785998321], [-73.9855757257133, 40.70059661614498], [-73.9855035937311, 40.700547979432976], [-73.98537009819965, 40.700457974373876], [-73.98514183373419, 40.70028393918873], [-73.98492602000248, 40.700100701944606], [-73.98472357971738, 40.69990905528403], [-73.98467967538687, 40.69986248576812], [-73.98467002862644, 40.69985225376552], [-73.98466638981256, 40.69984897991924], [-73.98465021389272, 40.69983442908929], [-73.98461436995329, 40.69980218596955], [-73.98457417273221, 40.69976602502734], [-73.9841246861175, 40.6993515311055], [-73.98401947473455, 40.699256007323065], [-73.98314229498963, 40.69846018147365], [-73.9830932039135, 40.69841567005538], [-73.98305147179259, 40.69837793335323], [-73.98300988079178, 40.69833912324597], [-73.98246630527939, 40.69783194612068], [-73.98237058965273, 40.697742638494795], [-73.98215320563934, 40.697539806903116], [-73.98211619459755, 40.69750527371202], [-73.98210986502596, 40.697499368068556], [-73.98207591650285, 40.697467654844644], [-73.98192633046818, 40.6973279178525], [-73.9817987905171, 40.6972203225399], [-73.9815463067772, 40.69699140719213], [-73.9812712126008, 40.69681171051879], [-73.98118582546992, 40.69676431252616], [-73.98114981574916, 40.696744324262056], [-73.98107933423557, 40.69670520253903], [-73.98087827210587, 40.6966094448316], [-73.98066393034061, 40.696535746197256], [-73.98056483799768, 40.696501674824944], [-73.98048022728815, 40.69647258205631], [-73.98039561783565, 40.69644348922555], [-73.98017034565022, 40.69639878611221], [-73.97995745869487, 40.69636691611811], [-73.97986577893275, 40.69635793011073], [-73.97973416900096, 40.69634503958785], [-73.97950995317198, 40.696334301799425], [-73.97886889474398, 40.69630685532869], [-73.97851589957325, 40.69629465106717], [-73.97834467532833, 40.69628676380634], [-73.97737919902768, 40.69624228458357], [-73.9764067016265, 40.69619557695902], [-73.97640208386132, 40.69619538870572], [-73.97582880088149, 40.69617201309598], [-73.97559608014834, 40.696162522110754], [-73.97525090172847, 40.696148445430836], [-73.97442068567065, 40.69611650372881], [-73.9734389483985, 40.69607830583092], [-73.97243673256615, 40.69604155348599], [-73.972433913175, 40.69604143934619], [-73.9714304602784, 40.69600056079822], [-73.97039702281573, 40.695962711325855], [-73.97039534040138, 40.695962670370044], [-73.96937195726045, 40.695937760047855], [-73.96937001339977, 40.695937659573616], [-73.968377702392, 40.69588608179546], [-73.96836862073847, 40.69588574701067], [-73.96738234136771, 40.6958494683204], [-73.966389478984, 40.69581063170502], [-73.96637464504254, 40.695810037536255], [-73.96590049618095, 40.69579106380772], [-73.96542937637027, 40.695772207903204], [-73.9654115136654, 40.69577149293228], [-73.96517878416016, 40.69578203079265], [-73.96504568539949, 40.695795598092346], [-73.96494707704043, 40.69580564393739], [-73.964718297107, 40.69584218977497], [-73.96450678321499, 40.69588857858425], [-73.96449426527333, 40.69589132398818], [-73.9643305763553, 40.695937326489556], [-73.96421100794065, 40.6959788345201], [-73.96417160420921, 40.69599251455462], [-73.96401864811918, 40.69605643835264], [-73.96387732296422, 40.696116548325115], [-73.96374208881795, 40.696184602563875], [-73.96363614399228, 40.696247018786664], [-73.96361406640848, 40.69626002511649], [-73.96344317933139, 40.69637638923098], [-73.96328493976188, 40.696492424836514], [-73.96314031208841, 40.69661874663545], [-73.96301096535811, 40.69675394501247], [-73.96289817835094, 40.69689635988575], [-73.96282986082662, 40.696982283657476], [-73.96275025450143, 40.6971170007062], [-73.96270034746084, 40.697201462520496], [-73.9626608610667, 40.697293292985066], [-73.9626186745949, 40.6973914072347], [-73.96257209150379, 40.69749975075998], [-73.96253912277155, 40.69761490657106], [-73.96249894604024, 40.69775525636042], [-73.96248479108976, 40.697804689879526], [-73.96239769140632, 40.698108940995326], [-73.96217228124776, 40.698883851655445], [-73.9620704717338, 40.69918148968808], [-73.96200238212232, 40.699380545274096], [-73.96179611614933, 40.699983550018814], [-73.96115206660426, 40.701386467360344], [-73.96115155728468, 40.70138736950146], [-73.96080504900412, 40.702000428643686]]]}",
